	P_fluo_1098	P_fluo_1550	P_fluo_4488	P_fluo_513	P_protegens_3295	P_protegens_PBL3	P_putida_4512
GC_00008687	0	0	0	1	0	0	0
GC_00008688	0	0	0	0	0	0	1
GC_00008689	1	0	0	0	0	0	0
GC_00008690	0	0	0	0	0	0	1
GC_00008691	0	0	1	0	0	0	0
GC_00008692	0	1	0	0	0	0	0
GC_00008693	0	0	0	0	0	0	1
GC_00008694	0	0	0	0	0	0	1
GC_00008695	0	0	0	0	0	0	1
GC_00008696	0	0	0	0	1	0	0
GC_00008697	1	0	0	0	0	0	0
GC_00008698	0	1	0	0	0	0	0
GC_00008699	0	0	0	1	0	0	0
GC_00008700	0	0	1	0	0	0	0
GC_00008701	0	0	0	0	0	0	1
GC_00008702	0	0	0	0	1	0	0
GC_00008703	0	0	0	1	0	0	0
GC_00008704	0	0	0	0	0	0	1
GC_00008705	0	0	0	1	0	0	0
GC_00008706	1	0	0	0	0	0	0
GC_00008707	0	0	0	0	1	0	0
GC_00008708	0	0	0	0	0	0	1
GC_00008709	0	0	0	1	0	0	0
GC_00008710	0	0	0	1	0	0	0
GC_00008711	0	0	1	0	0	0	0
GC_00008712	0	0	0	1	0	0	0
GC_00008713	0	0	0	0	1	0	0
GC_00008714	1	0	0	0	0	0	0
GC_00008715	0	1	0	0	0	0	0
GC_00008716	0	0	1	0	0	0	0
GC_00008717	0	1	0	0	0	0	0
GC_00008718	0	0	0	1	0	0	0
GC_00008719	0	0	0	0	0	0	1
GC_00008720	0	0	1	0	0	0	0
GC_00008721	0	0	0	1	0	0	0
GC_00008722	0	0	0	0	1	0	0
GC_00008723	0	0	0	0	0	0	1
GC_00008724	0	0	0	1	0	0	0
GC_00008725	0	1	0	0	0	0	0
GC_00008726	0	0	0	0	0	0	1
GC_00008727	0	0	1	0	0	0	0
GC_00008728	1	0	0	0	0	0	0
GC_00008729	0	0	0	1	0	0	0
GC_00008730	0	1	0	0	0	0	0
GC_00008731	0	1	0	0	0	0	0
GC_00008732	0	1	0	0	0	0	0
GC_00008733	0	0	0	0	0	1	0
GC_00008734	0	0	0	0	0	1	0
GC_00008735	1	0	0	0	0	0	0
GC_00008736	0	0	0	1	0	0	0
GC_00008737	0	0	0	0	0	0	1
GC_00008738	0	0	0	1	0	0	0
GC_00008739	0	0	0	0	0	0	1
GC_00008740	0	0	0	0	0	0	1
GC_00008741	1	0	0	0	0	0	0
GC_00008742	0	0	0	1	0	0	0
GC_00008743	0	0	0	1	0	0	0
GC_00008744	0	0	0	0	0	0	1
GC_00008745	0	0	0	1	0	0	0
GC_00008746	0	0	0	1	0	0	0
GC_00008747	0	0	0	1	0	0	0
GC_00008748	0	0	0	0	0	1	0
GC_00008749	0	0	0	1	0	0	0
GC_00008750	0	0	0	0	0	0	1
GC_00008751	0	0	0	1	0	0	0
GC_00008752	0	0	0	0	1	0	0
GC_00008753	0	0	0	0	0	1	0
GC_00008754	0	0	0	1	0	0	0
GC_00008755	0	1	0	0	0	0	0
GC_00008756	0	0	0	1	0	0	0
GC_00008757	0	0	0	0	1	0	0
GC_00008758	0	1	0	0	0	0	0
GC_00008759	0	1	0	0	0	0	0
GC_00008760	0	1	0	0	0	0	0
GC_00008761	0	0	0	0	0	0	1
GC_00008762	0	0	0	0	0	0	1
GC_00008763	0	1	0	0	0	0	0
GC_00008764	0	1	0	0	0	0	0
GC_00008765	0	0	0	1	0	0	0
GC_00008766	1	0	0	0	0	0	0
GC_00008767	1	0	0	0	0	0	0
GC_00008768	0	0	0	1	0	0	0
GC_00008769	0	0	0	0	0	0	1
GC_00008770	0	0	0	1	0	0	0
GC_00008771	0	0	0	1	0	0	0
GC_00008772	0	0	0	0	0	0	1
GC_00008773	0	1	0	0	0	0	0
GC_00008774	0	0	0	1	0	0	0
GC_00008775	0	0	0	0	1	0	0
GC_00008776	0	0	0	0	0	0	1
GC_00008777	0	1	0	0	0	0	0
GC_00008778	0	0	0	0	0	0	1
GC_00008779	0	0	0	0	0	0	1
GC_00008780	0	0	0	1	0	0	0
GC_00008781	0	1	0	0	0	0	0
GC_00008782	0	0	0	0	1	0	0
GC_00008783	0	0	0	1	0	0	0
GC_00008784	0	0	0	0	0	0	1
GC_00008785	1	0	0	0	0	0	0
GC_00008786	0	0	0	1	0	0	0
GC_00008787	0	1	0	0	0	0	0
GC_00008788	0	0	0	1	0	0	0
GC_00008789	1	0	0	0	0	0	0
GC_00008790	0	1	0	0	0	0	0
GC_00008791	0	1	0	0	0	0	0
GC_00008792	0	0	0	0	0	0	1
GC_00008793	0	0	0	0	0	0	1
GC_00008794	0	0	0	0	0	1	0
GC_00008795	0	0	0	0	0	0	1
GC_00008796	0	0	0	1	0	0	0
GC_00008797	0	0	1	0	0	0	0
GC_00008798	0	0	1	0	0	0	0
GC_00008799	0	0	1	0	0	0	0
GC_00008800	0	0	0	1	0	0	0
GC_00008801	0	0	0	1	0	0	0
GC_00008802	0	0	1	0	0	0	0
GC_00008803	0	0	0	0	0	0	1
GC_00008804	0	0	0	0	1	0	0
GC_00008805	0	0	0	1	0	0	0
GC_00008806	0	0	0	0	0	1	0
GC_00008807	0	1	0	0	0	0	0
GC_00008808	0	0	0	1	0	0	0
GC_00008809	0	0	0	0	0	0	1
GC_00008810	1	0	0	0	0	0	0
GC_00008811	0	1	0	0	0	0	0
GC_00008812	0	0	0	0	1	0	0
GC_00008813	0	1	0	0	0	0	0
GC_00008814	0	0	0	0	0	0	1
GC_00008815	0	0	0	0	0	0	1
GC_00008816	0	0	0	0	0	0	1
GC_00008817	0	0	0	0	1	0	0
GC_00008818	0	0	0	1	0	0	0
GC_00008819	0	0	0	0	0	0	1
GC_00008820	0	0	0	0	0	0	1
GC_00008821	1	0	0	0	0	0	0
GC_00008822	0	0	0	0	0	0	1
GC_00008823	0	0	0	0	0	0	1
GC_00008824	0	1	0	0	0	0	0
GC_00008825	0	0	0	1	0	0	0
GC_00008826	0	0	1	0	0	0	0
GC_00008827	0	1	0	0	0	0	0
GC_00008828	1	0	0	0	0	0	0
GC_00008829	0	0	1	0	0	0	0
GC_00008830	0	0	1	0	0	0	0
GC_00008831	1	0	0	0	0	0	0
GC_00008832	0	1	0	0	0	0	0
GC_00008833	1	0	0	0	0	0	0
GC_00008834	0	0	0	0	0	0	1
GC_00008835	0	0	0	0	0	0	1
GC_00008836	0	0	0	0	0	0	1
GC_00008837	0	0	0	0	1	0	0
GC_00008838	0	0	0	1	0	0	0
GC_00008839	0	0	0	0	1	0	0
GC_00008840	0	0	0	0	0	0	1
GC_00008841	0	1	0	0	0	0	0
GC_00008842	0	0	1	0	0	0	0
GC_00008843	0	0	0	1	0	0	0
GC_00008844	0	1	0	0	0	0	0
GC_00008845	0	0	0	1	0	0	0
GC_00008846	0	0	1	0	0	0	0
GC_00008847	0	1	0	0	0	0	0
GC_00008848	0	1	0	0	0	0	0
GC_00008849	0	0	0	0	0	0	1
GC_00008850	0	0	1	0	0	0	0
GC_00008851	0	0	0	0	0	1	0
GC_00008852	0	1	0	0	0	0	0
GC_00008853	0	0	0	0	0	0	1
GC_00008854	0	0	0	0	0	0	1
GC_00008855	0	1	0	0	0	0	0
GC_00008856	0	0	0	0	0	0	1
GC_00008857	1	0	0	0	0	0	0
GC_00008858	0	0	0	0	1	0	0
GC_00008859	0	1	0	0	0	0	0
GC_00008860	0	0	0	1	0	0	0
GC_00008861	0	1	0	0	0	0	0
GC_00008862	0	0	0	1	0	0	0
GC_00008863	0	1	0	0	0	0	0
GC_00008864	0	0	0	0	0	1	0
GC_00008865	0	0	0	0	0	0	1
GC_00008866	1	0	0	0	0	0	0
GC_00008867	0	0	0	0	0	0	1
GC_00008868	0	0	0	0	0	0	1
GC_00008869	0	0	0	1	0	0	0
GC_00008870	0	1	0	0	0	0	0
GC_00008871	0	0	0	1	0	0	0
GC_00008872	0	0	0	0	0	1	0
GC_00008873	0	0	0	0	1	0	0
GC_00008874	0	1	0	0	0	0	0
GC_00008875	0	0	0	0	1	0	0
GC_00008876	0	0	0	1	0	0	0
GC_00008877	0	0	0	0	0	0	1
GC_00008878	0	0	0	1	0	0	0
GC_00008879	0	1	0	0	0	0	0
GC_00008880	0	0	1	0	0	0	0
GC_00008881	0	0	0	0	0	0	1
GC_00008882	0	0	0	1	0	0	0
GC_00008883	0	0	1	0	0	0	0
GC_00008884	0	1	0	0	0	0	0
GC_00008885	0	0	0	1	0	0	0
GC_00008886	0	0	0	0	0	0	1
GC_00008887	0	0	0	1	0	0	0
GC_00008888	0	1	0	0	0	0	0
GC_00008889	0	0	0	0	0	0	1
GC_00008890	0	1	0	0	0	0	0
GC_00008891	0	0	0	0	1	0	0
GC_00008892	0	0	0	1	0	0	0
GC_00008893	0	0	0	1	0	0	0
GC_00008894	0	0	0	1	0	0	0
GC_00008895	0	1	0	0	0	0	0
GC_00008896	0	0	0	0	1	0	0
GC_00008897	0	0	1	0	0	0	0
GC_00008898	0	0	1	0	0	0	0
GC_00008899	0	0	0	1	0	0	0
GC_00008900	0	0	0	1	0	0	0
GC_00008901	1	0	0	0	0	0	0
GC_00008902	0	0	1	0	0	0	0
GC_00008903	0	0	0	1	0	0	0
GC_00008904	0	0	0	1	0	0	0
GC_00008905	0	1	0	0	0	0	0
GC_00008906	0	0	0	1	0	0	0
GC_00008907	0	0	0	0	1	0	0
GC_00008908	0	0	0	1	0	0	0
GC_00008909	0	1	0	0	0	0	0
GC_00008910	0	1	0	0	0	0	0
GC_00008911	0	0	0	0	1	0	0
GC_00008912	0	0	0	1	0	0	0
GC_00008913	0	0	1	0	0	0	0
GC_00008914	0	0	0	0	1	0	0
GC_00008915	1	0	0	0	0	0	0
GC_00008916	0	0	0	0	0	0	1
GC_00008917	0	0	0	1	0	0	0
GC_00008918	0	1	0	0	0	0	0
GC_00008919	0	1	0	0	0	0	0
GC_00008920	0	1	0	0	0	0	0
GC_00008921	0	1	0	0	0	0	0
GC_00008922	0	0	1	0	0	0	0
GC_00008923	0	0	0	0	0	0	1
GC_00008924	0	0	0	0	0	0	1
GC_00008925	0	0	0	0	1	0	0
GC_00008926	0	0	0	1	0	0	0
GC_00008927	0	0	0	0	0	1	0
GC_00008928	0	1	0	0	0	0	0
GC_00008929	0	0	0	1	0	0	0
GC_00008930	0	0	0	0	0	0	1
GC_00008931	0	1	0	0	0	0	0
GC_00008932	1	0	0	0	0	0	0
GC_00008933	0	0	0	1	0	0	0
GC_00008934	0	0	1	0	0	0	0
GC_00008935	0	1	0	0	0	0	0
GC_00008936	0	0	0	0	1	0	0
GC_00008937	0	0	0	0	0	0	1
GC_00008938	0	0	0	1	0	0	0
GC_00008939	0	0	0	0	0	0	1
GC_00008940	0	0	0	0	0	1	0
GC_00008941	0	1	0	0	0	0	0
GC_00008942	0	0	0	0	0	0	1
GC_00008943	0	0	0	1	0	0	0
GC_00008944	0	0	0	0	0	1	0
GC_00008945	0	0	1	0	0	0	0
GC_00008946	0	1	0	0	0	0	0
GC_00008947	0	0	0	0	0	1	0
GC_00008948	0	1	0	0	0	0	0
GC_00008949	0	1	0	0	0	0	0
GC_00008950	0	0	0	1	0	0	0
GC_00008951	0	1	0	0	0	0	0
GC_00008952	0	1	0	0	0	0	0
GC_00008953	0	1	0	0	0	0	0
GC_00008954	0	0	0	0	0	0	1
GC_00008955	0	0	0	0	0	0	1
GC_00008956	1	0	0	0	0	0	0
GC_00008957	0	1	0	0	0	0	0
GC_00008958	0	0	1	0	0	0	0
GC_00008959	0	0	1	0	0	0	0
GC_00008960	1	0	0	0	0	0	0
GC_00008961	0	0	1	0	0	0	0
GC_00008962	0	0	0	0	0	0	1
GC_00008963	0	0	0	0	0	0	1
GC_00008964	0	0	0	1	0	0	0
GC_00008965	1	0	0	0	0	0	0
GC_00008966	0	0	0	0	1	0	0
GC_00008967	0	0	0	1	0	0	0
GC_00008968	0	1	0	0	0	0	0
GC_00008969	0	0	0	0	0	0	1
GC_00008970	0	1	0	0	0	0	0
GC_00008971	0	0	0	1	0	0	0
GC_00008972	0	0	0	0	0	1	0
GC_00008973	0	1	0	0	0	0	0
GC_00008974	1	0	0	0	0	0	0
GC_00008975	0	1	0	0	0	0	0
GC_00008976	0	0	0	0	0	0	1
GC_00008977	1	0	0	0	0	0	0
GC_00008978	1	0	0	0	0	0	0
GC_00008979	0	0	0	1	0	0	0
GC_00008980	0	0	1	0	0	0	0
GC_00008981	0	0	0	0	0	0	1
GC_00008982	0	0	0	0	1	0	0
GC_00008983	0	0	0	0	0	0	1
GC_00008984	0	0	0	1	0	0	0
GC_00008985	0	1	0	0	0	0	0
GC_00008986	0	0	0	0	0	0	1
GC_00008987	0	1	0	0	0	0	0
GC_00008988	0	0	0	1	0	0	0
GC_00008989	0	0	0	0	0	0	1
GC_00008990	0	0	0	1	0	0	0
GC_00008991	0	0	0	0	0	0	1
GC_00008992	0	0	0	0	0	1	0
GC_00008993	0	0	0	1	0	0	0
GC_00008994	0	1	0	0	0	0	0
GC_00008995	0	0	0	1	0	0	0
GC_00008996	1	0	0	0	0	0	0
GC_00008997	0	0	0	1	0	0	0
GC_00008998	0	1	0	0	0	0	0
GC_00008999	0	0	0	1	0	0	0
GC_00009000	0	1	0	0	0	0	0
GC_00009001	0	0	1	0	0	0	0
GC_00009002	0	0	0	0	0	1	0
GC_00009003	0	0	0	0	1	0	0
GC_00009004	0	0	0	1	0	0	0
GC_00009005	0	0	1	0	0	0	0
GC_00009006	0	0	0	0	0	0	1
GC_00009007	0	1	0	0	0	0	0
GC_00009008	0	0	0	1	0	0	0
GC_00009009	0	0	0	1	0	0	0
GC_00009010	0	0	0	0	1	0	0
GC_00009011	0	0	0	1	0	0	0
GC_00009012	0	0	1	0	0	0	0
GC_00009013	0	0	0	0	0	0	1
GC_00009014	0	0	0	0	0	0	1
GC_00009015	0	0	0	0	1	0	0
GC_00009016	0	0	0	0	0	0	1
GC_00009017	0	1	0	0	0	0	0
GC_00009018	0	0	0	0	0	0	1
GC_00009019	0	0	1	0	0	0	0
GC_00009020	0	0	0	0	0	0	1
GC_00009021	0	0	0	0	0	0	1
GC_00009022	0	0	0	1	0	0	0
GC_00009023	0	1	0	0	0	0	0
GC_00009024	0	0	0	1	0	0	0
GC_00009025	0	1	0	0	0	0	0
GC_00009026	0	0	1	0	0	0	0
GC_00009027	0	0	1	0	0	0	0
GC_00009028	0	0	0	1	0	0	0
GC_00009029	0	0	0	0	0	0	1
GC_00009030	0	0	1	0	0	0	0
GC_00009031	1	0	0	0	0	0	0
GC_00009032	0	0	0	0	0	0	1
GC_00009033	0	0	0	0	0	0	1
GC_00009034	0	0	0	0	0	0	1
GC_00009035	0	1	0	0	0	0	0
GC_00009036	0	0	0	0	0	1	0
GC_00009037	0	0	0	1	0	0	0
GC_00009038	0	0	0	0	0	0	1
GC_00009039	0	0	0	1	0	0	0
GC_00009040	0	1	0	0	0	0	0
GC_00009041	0	1	0	0	0	0	0
GC_00009042	0	1	0	0	0	0	0
GC_00009043	0	1	0	0	0	0	0
GC_00009044	0	1	0	0	0	0	0
GC_00009045	0	0	0	0	0	0	1
GC_00009046	0	1	0	0	0	0	0
GC_00009047	0	1	0	0	0	0	0
GC_00009048	0	0	1	0	0	0	0
GC_00009049	0	0	0	0	0	0	1
GC_00009050	0	0	0	0	0	0	1
GC_00009051	0	0	0	0	0	0	1
GC_00009052	0	0	1	0	0	0	0
GC_00009053	0	0	0	1	0	0	0
GC_00009054	0	0	0	1	0	0	0
GC_00009055	0	0	0	0	0	0	1
GC_00009056	0	1	0	0	0	0	0
GC_00009057	0	0	1	0	0	0	0
GC_00009058	0	0	0	0	0	0	1
GC_00009059	0	0	0	1	0	0	0
GC_00009060	1	0	0	0	0	0	0
GC_00009061	0	0	1	0	0	0	0
GC_00009062	0	1	0	0	0	0	0
GC_00009063	0	0	1	0	0	0	0
GC_00009064	0	0	0	0	0	0	1
GC_00009065	0	0	0	0	0	0	1
GC_00009066	0	0	0	0	0	0	1
GC_00009067	0	0	0	0	0	0	1
GC_00009068	0	0	0	0	1	0	0
GC_00009069	0	0	0	0	0	1	0
GC_00009070	0	1	0	0	0	0	0
GC_00009071	0	0	0	1	0	0	0
GC_00009072	1	0	0	0	0	0	0
GC_00009073	0	1	0	0	0	0	0
GC_00009074	0	0	0	0	0	1	0
GC_00009075	0	0	0	0	0	0	1
GC_00009076	0	0	0	1	0	0	0
GC_00009077	1	0	0	0	0	0	0
GC_00009078	1	0	0	0	0	0	0
GC_00009079	0	0	0	1	0	0	0
GC_00009080	0	0	1	0	0	0	0
GC_00009081	0	0	0	1	0	0	0
GC_00009082	0	0	1	0	0	0	0
GC_00009083	0	0	0	0	0	1	0
GC_00009084	0	0	0	0	0	0	1
GC_00009085	0	0	0	0	0	0	1
GC_00009086	0	0	0	0	1	0	0
GC_00009087	0	0	0	1	0	0	0
GC_00009088	0	0	0	0	0	0	1
GC_00009089	0	1	0	0	0	0	0
GC_00009090	0	1	0	0	0	0	0
GC_00009091	0	1	0	0	0	0	0
GC_00009092	0	1	0	0	0	0	0
GC_00009093	0	0	0	1	0	0	0
GC_00009094	0	0	0	1	0	0	0
GC_00009095	0	0	0	1	0	0	0
GC_00009096	0	0	0	0	0	0	1
GC_00009097	0	0	0	1	0	0	0
GC_00009098	0	1	0	0	0	0	0
GC_00009099	0	1	0	0	0	0	0
GC_00009100	0	0	0	0	0	0	1
GC_00009101	0	0	1	0	0	0	0
GC_00009102	0	0	1	0	0	0	0
GC_00009103	0	0	0	0	0	1	0
GC_00009104	0	0	0	1	0	0	0
GC_00009105	0	1	0	0	0	0	0
GC_00009106	0	0	0	0	0	0	1
GC_00009107	1	0	0	0	0	0	0
GC_00009108	1	0	0	0	0	0	0
GC_00009109	0	1	0	0	0	0	0
GC_00009110	0	0	0	0	0	0	1
GC_00009111	1	0	0	0	0	0	0
GC_00009112	0	0	0	0	0	0	1
GC_00009113	1	0	0	0	0	0	0
GC_00009114	0	0	0	1	0	0	0
GC_00009115	1	0	0	0	0	0	0
GC_00009116	1	0	0	0	0	0	0
GC_00009117	0	0	0	1	0	0	0
GC_00009118	0	0	0	0	0	0	1
GC_00009119	0	0	0	1	0	0	0
GC_00009120	0	0	0	1	0	0	0
GC_00009121	0	0	0	1	0	0	0
GC_00009122	0	0	0	1	0	0	0
GC_00009123	0	1	0	0	0	0	0
GC_00009124	0	1	0	0	0	0	0
GC_00009125	0	0	0	0	0	1	0
GC_00009126	1	0	0	0	0	0	0
GC_00009127	0	0	0	0	0	0	1
GC_00009128	0	0	0	1	0	0	0
GC_00009129	0	0	0	0	1	0	0
GC_00009130	0	1	0	0	0	0	0
GC_00009131	0	1	0	0	0	0	0
GC_00009132	0	1	0	0	0	0	0
GC_00009133	0	0	0	0	0	0	1
GC_00009134	0	0	0	0	0	0	1
GC_00009135	0	1	0	0	0	0	0
GC_00009136	0	1	0	0	0	0	0
GC_00009137	0	1	0	0	0	0	0
GC_00009138	0	0	1	0	0	0	0
GC_00009139	1	0	0	0	0	0	0
GC_00009140	0	0	0	1	0	0	0
GC_00009141	1	0	0	0	0	0	0
GC_00009142	0	1	0	0	0	0	0
GC_00009143	0	0	0	1	0	0	0
GC_00009144	0	0	0	0	0	0	1
GC_00009145	1	0	0	0	0	0	0
GC_00009146	0	1	0	0	0	0	0
GC_00009147	0	1	0	0	0	0	0
GC_00009148	0	0	0	0	1	0	0
GC_00009149	1	0	0	0	0	0	0
GC_00009150	0	0	0	1	0	0	0
GC_00009151	1	0	0	0	0	0	0
GC_00009152	0	1	0	0	0	0	0
GC_00009153	0	1	0	0	0	0	0
GC_00009154	0	0	0	0	0	0	1
GC_00009155	0	1	0	0	0	0	0
GC_00009156	1	0	0	0	0	0	0
GC_00009157	0	0	1	0	0	0	0
GC_00009158	0	1	0	0	0	0	0
GC_00009159	0	1	0	0	0	0	0
GC_00009160	0	0	0	0	1	0	0
GC_00009161	0	0	0	1	0	0	0
GC_00009162	0	1	0	0	0	0	0
GC_00009163	0	0	0	1	0	0	0
GC_00009164	1	0	0	0	0	0	0
GC_00009165	0	0	0	1	0	0	0
GC_00009166	0	0	0	1	0	0	0
GC_00009167	0	0	0	0	0	0	1
GC_00009168	0	0	0	0	0	1	0
GC_00009169	0	0	1	0	0	0	0
GC_00009170	0	0	0	1	0	0	0
GC_00009171	0	0	0	0	0	0	1
GC_00009172	1	0	0	0	0	0	0
GC_00009173	0	0	0	0	0	0	1
GC_00009174	0	0	0	0	1	0	0
GC_00009175	0	0	0	0	0	0	1
GC_00009176	0	0	0	1	0	0	0
GC_00009177	0	1	0	0	0	0	0
GC_00009178	0	0	0	0	1	0	0
GC_00009179	0	0	0	0	0	0	1
GC_00009180	0	0	1	0	0	0	0
GC_00009181	0	0	0	0	0	0	1
GC_00009182	0	0	0	0	0	0	1
GC_00009183	1	0	0	0	0	0	0
GC_00009184	0	0	0	0	0	0	1
GC_00009185	0	0	0	0	1	0	0
GC_00009186	0	1	0	0	0	0	0
GC_00009187	0	0	0	0	0	0	1
GC_00009188	0	0	0	0	0	0	1
GC_00009189	0	1	0	0	0	0	0
GC_00009190	1	0	0	0	0	0	0
GC_00009191	0	1	0	0	0	0	0
GC_00009192	0	0	0	0	0	0	1
GC_00009193	0	0	0	0	0	0	1
GC_00009194	0	0	0	0	0	0	1
GC_00009195	0	1	0	0	0	0	0
GC_00009196	0	1	0	0	0	0	0
GC_00009197	0	1	0	0	0	0	0
GC_00009198	0	1	0	0	0	0	0
GC_00009199	0	0	0	1	0	0	0
GC_00009200	1	0	0	0	0	0	0
GC_00009201	0	0	0	0	0	0	1
GC_00009202	0	0	0	1	0	0	0
GC_00009203	0	0	0	0	0	0	1
GC_00009204	0	0	1	0	0	0	0
GC_00009205	0	0	0	1	0	0	0
GC_00009206	0	1	0	0	0	0	0
GC_00009207	1	0	0	0	0	0	0
GC_00009208	0	0	0	1	0	0	0
GC_00009209	0	1	0	0	0	0	0
GC_00009210	1	0	0	0	0	0	0
GC_00009211	0	1	0	0	0	0	0
GC_00009212	0	0	0	1	0	0	0
GC_00009213	1	0	0	0	0	0	0
GC_00009214	0	0	0	0	0	0	1
GC_00009215	0	0	0	1	0	0	0
GC_00009216	1	0	0	0	0	0	0
GC_00009217	1	0	0	0	0	0	0
GC_00009218	0	0	1	0	0	0	0
GC_00009219	0	1	0	0	0	0	0
GC_00009220	0	0	0	0	0	1	0
GC_00009221	1	0	0	0	0	0	0
GC_00009222	0	1	0	0	0	0	0
GC_00009223	0	0	0	0	0	0	1
GC_00009224	0	0	0	0	0	0	1
GC_00009225	0	0	1	0	0	0	0
GC_00009226	0	1	0	0	0	0	0
GC_00009227	0	0	0	0	0	0	1
GC_00009228	0	1	0	0	0	0	0
GC_00009229	0	1	0	0	0	0	0
GC_00009230	0	1	0	0	0	0	0
GC_00009231	0	0	0	0	0	0	1
GC_00009232	0	0	0	0	0	0	1
GC_00009233	0	0	0	0	0	1	0
GC_00009234	0	0	0	0	0	0	1
GC_00009235	0	0	0	1	0	0	0
GC_00009236	0	0	0	0	0	0	1
GC_00009237	0	0	0	0	0	0	1
GC_00009238	0	0	1	0	0	0	0
GC_00009239	0	1	0	0	0	0	0
GC_00009240	0	0	0	0	0	0	1
GC_00009241	0	0	0	0	1	0	0
GC_00009242	0	1	0	0	0	0	0
GC_00009243	0	0	0	0	0	0	1
GC_00009244	0	0	0	1	0	0	0
GC_00009245	1	0	0	0	0	0	0
GC_00009246	0	1	0	0	0	0	0
GC_00009247	0	0	1	0	0	0	0
GC_00009248	0	0	0	1	0	0	0
GC_00009249	0	1	0	0	0	0	0
GC_00009250	0	0	0	0	0	0	1
GC_00009251	1	0	0	0	0	0	0
GC_00009252	0	1	0	0	0	0	0
GC_00009253	0	0	0	0	0	1	0
GC_00009254	0	0	0	0	0	0	1
GC_00009255	0	0	0	1	0	0	0
GC_00009256	0	0	0	1	0	0	0
GC_00009257	0	0	0	0	0	0	1
GC_00009258	0	0	0	1	0	0	0
GC_00009259	1	0	0	0	0	0	0
GC_00009260	0	1	0	0	0	0	0
GC_00009261	0	0	0	1	0	0	0
GC_00009262	0	0	0	0	0	0	1
GC_00009263	0	1	0	0	0	0	0
GC_00009264	0	1	0	0	0	0	0
GC_00009265	0	1	0	0	0	0	0
GC_00009266	0	1	0	0	0	0	0
GC_00009267	0	0	1	0	0	0	0
GC_00009268	1	0	0	0	0	0	0
GC_00009269	0	0	0	0	0	0	1
GC_00009270	1	0	0	0	0	0	0
GC_00009271	0	0	1	0	0	0	0
GC_00009272	0	0	1	0	0	0	0
GC_00009273	1	0	0	0	0	0	0
GC_00009274	0	0	0	1	0	0	0
GC_00009275	0	1	0	0	0	0	0
GC_00009276	0	1	0	0	0	0	0
GC_00009277	0	0	1	0	0	0	0
GC_00009278	0	1	0	0	0	0	0
GC_00009279	0	1	0	0	0	0	0
GC_00009280	0	0	0	0	0	0	1
GC_00009281	0	0	0	1	0	0	0
GC_00009282	0	0	0	0	0	0	1
GC_00009283	0	0	0	0	0	0	1
GC_00009284	0	0	0	0	0	0	1
GC_00009285	0	0	0	1	0	0	0
GC_00009286	0	0	1	0	0	0	0
GC_00009287	0	0	0	1	0	0	0
GC_00009288	0	0	0	0	0	0	1
GC_00009289	0	1	0	0	0	0	0
GC_00009290	0	1	0	0	0	0	0
GC_00009291	0	0	0	1	0	0	0
GC_00009292	0	0	0	0	0	0	1
GC_00009293	0	1	0	0	0	0	0
GC_00009294	0	0	0	1	0	0	0
GC_00009295	0	1	0	0	0	0	0
GC_00009296	0	0	0	1	0	0	0
GC_00009297	0	1	0	0	0	0	0
GC_00009298	0	0	0	1	0	0	0
GC_00009299	0	0	1	0	0	0	0
GC_00009300	0	1	0	0	0	0	0
GC_00009301	1	0	0	0	0	0	0
GC_00009302	0	0	0	0	0	0	1
GC_00009303	0	1	0	0	0	0	0
GC_00009304	0	0	0	0	0	0	1
GC_00009305	0	1	0	0	0	0	0
GC_00009306	0	0	0	0	0	0	1
GC_00009307	0	1	0	0	0	0	0
GC_00009308	0	0	0	0	0	0	1
GC_00009309	1	0	0	0	0	0	0
GC_00009310	0	1	0	0	0	0	0
GC_00009311	0	0	0	0	0	0	1
GC_00009312	0	0	0	0	1	0	0
GC_00009313	1	0	0	0	0	0	0
GC_00009314	0	0	0	1	0	0	0
GC_00009315	0	1	0	0	0	0	0
GC_00009316	0	0	0	0	1	0	0
GC_00009317	0	0	0	0	0	1	0
GC_00009318	0	0	0	1	0	0	0
GC_00009319	0	1	0	0	0	0	0
GC_00009320	0	0	0	1	0	0	0
GC_00009321	0	0	0	0	0	0	1
GC_00009322	0	0	0	0	0	0	1
GC_00009323	0	0	0	0	0	0	1
GC_00009324	0	0	0	1	0	0	0
GC_00009325	1	0	0	0	0	0	0
GC_00009326	0	1	0	0	0	0	0
GC_00009327	0	0	0	0	0	0	1
GC_00009328	0	1	0	0	0	0	0
GC_00009329	0	0	0	1	0	0	0
GC_00009330	0	0	0	0	1	0	0
GC_00009331	0	0	0	0	0	0	1
GC_00009332	0	1	0	0	0	0	0
GC_00009333	0	0	0	1	0	0	0
GC_00009334	0	0	0	0	0	0	1
GC_00009335	0	0	0	1	0	0	0
GC_00009336	0	1	0	0	0	0	0
GC_00009337	0	1	0	0	0	0	0
GC_00009338	0	1	0	0	0	0	0
GC_00009339	0	1	0	0	0	0	0
GC_00009340	0	0	0	1	0	0	0
GC_00009341	0	0	0	0	0	0	1
GC_00009342	0	0	0	0	0	0	1
GC_00009343	0	0	0	0	0	0	1
GC_00009344	0	0	0	0	1	0	0
GC_00009345	0	0	0	1	0	0	0
GC_00009346	0	0	0	0	0	0	1
GC_00009347	0	0	0	1	0	0	0
GC_00009348	1	0	0	0	0	0	0
GC_00009349	0	0	0	0	0	1	0
